  R.A.         Dec.      Mag     V     SigV
209.71333   -33.49000   14.84   4167    13
209.73833   -34.40806   15.21   53089   75
209.78250   -28.78556   15.00   11266   59
209.78708   -32.34667   16.60   4548    76
209.80708   -35.26389   16.10   14910   206
209.80792   -34.20889   0.00    3867    120
209.81625   -34.22194   15.50   3976    77
209.81792   -28.52222   14.57   6786    28
209.82625   -30.81000   14.76   11270   52
209.84792   -35.77000   16.50   15005   127
209.86958   -33.87611   16.60   4333    95
209.88583   -33.02611   16.70   11288   106
209.89167   -32.06833   15.54   15231   33
209.89708   -30.90889   0.00    15510   150
209.90292   -30.91778   14.41   15574   51
209.90375   -32.55222   14.41   4310    60
209.90417   -31.03083   14.50   22042   58
209.91833   -31.03139   16.20   21078   100
209.92208   -29.28722   15.87   15129   92
209.92875   -28.69222   15.46   13669   66
209.94417   -33.67222   15.06   3678    7
209.95042   -33.67972   0.00    3729    71
209.95250   -33.67889   15.11   3679    7
209.96417   -34.31722   15.17   4188    15
209.97458   -31.14861   15.71   27343   56
209.98750   -28.11389   15.92   34600   124
209.99333   -28.39528   15.09   14855   99
210.00208   -29.09056   15.63   16506   29
210.06083   -34.03806   14.20   4396    28
210.08292   -35.78250   15.39   23394   80
210.08625   -36.03056   13.48   18696   77
210.12042   -34.62028   14.62   4250    8
210.13292   -32.60111   16.00   18065   73
210.13333   -28.87444   13.97   6019    26
210.14125   -28.87500   0.00    6019    26
210.17500   -32.95222   16.14   4305    72
210.19625   -34.22472   13.87   3460    31
210.19833   -31.52611   15.80   24726   64
210.20208   -30.50306   15.80   20626   94
210.22125   -36.48972   13.24   4117    34
210.23042   -28.38472   15.86   15124   78
210.24458   -35.73139   16.60   10787   78
210.26667   -30.32722   13.10   2588    7
210.27333   -30.95194   0.00    15529   120
210.27333   -30.94111   0.00    15540   150
210.27500   -33.50139   15.38   3227    38
210.27917   -36.00528   14.91   16903   145
210.29333   -33.94583   12.73   4161    17
210.29625   -30.32444   0.00    2594    15
210.30125   -31.46000   15.51   24495   76
210.33042   -33.05778   0.00    1226    15
210.33583   -31.95472   15.50   15087   148
210.33958   -33.06389   12.78   1216    10
210.37042   -34.12194   15.09   11133   34
210.37417   -34.24222   14.66   3735    21
210.40375   -29.65139   15.40   28459   89
210.41583   -29.94722   15.59   21966   48
210.43292   -36.28583   15.64   15400   73
210.45958   -29.69722   15.74   28139   153
210.47333   -30.33861   15.77   15854   67
210.48458   -30.13389   15.77   20020   78
210.49667   -33.84750   16.60   15647   98
210.50458   -34.17028   15.04   3605    78
210.51208   -29.71361   15.92   29164   126
210.51708   -32.21583   16.60   14933   102
210.51833   -33.00028   16.40   11312   104
210.52042   -29.90722   0.00    11280   100
210.52250   -34.45667   16.11   19629   61
210.53250   -35.41833   16.60   21566   95
210.53875   -32.46889   14.89   20993   118
210.54458   -33.79083   14.93   3914    15
210.54708   -29.91333   0.00    11272   120
210.54708   -28.89250   15.59   5761    61
210.55208   -33.23222   16.52   10752   78
210.55750   -33.16944   15.47   10630   35
210.57542   -28.48889   15.81   16976   113
210.59542   -29.05000   15.14   22158   90
210.61625   -33.92194   15.30   3886    30
210.62917   -33.43472   16.70   11051   42
210.63583   -33.39750   13.55   4034    4
210.64083   -32.47917   16.00   3821    75
210.64375   -33.84694   12.50   3839    58
210.64833   -28.74861   15.74   21358   79
210.64917   -31.24972   15.23   19205   98
210.67542   -31.25694   0.00    7135    120
210.67958   -32.57194   15.69   6991    111
210.68625   -34.96250   12.91   4125    73
210.69208   -31.26528   15.90   7206    41
210.69333   -33.12389   12.67   11273   57
210.71083   -37.04000   14.40   19169   66
210.73125   -34.25556   15.05   4241    14
210.74333   -30.23750   16.85   6920    90
210.75000   -27.94000   16.70   21556   49
210.76958   -30.63250   15.52   11684   112
210.78208   -34.15528   15.49   3733    35
210.78250   -34.03278   14.57   5156    15
210.78333   -33.80500   15.66   3852    35
210.78375   -34.09861   14.67   4020    13
210.80417   -33.35778   14.05   4704    14
210.81083   -34.02167   14.37   2718    36
210.81167   -32.18306   14.79   16985   41
210.81875   -31.34806   14.21   7093    10
210.83375   -31.78361   16.70   3782    40
210.85333   -32.97111   13.64   11610   57
210.87000   -29.08889   13.85   11260   71
210.87000   -33.17861   15.88   10282   85
210.88750   -27.57861   16.60   15345   63
210.89542   -34.07361   14.94   5723    40
210.90750   -33.60361   14.04   3969    31
210.91042   -33.97306   13.90   4197    0
210.91167   -33.97833   11.90   4126    151
210.91875   -33.65639   0.00    4137    0
210.91875   -34.18278   12.44   4474    47
210.92167   -30.55500   16.30   5329    44
210.92792   -32.71694   14.69   3891    9
210.96250   -29.35056   16.10   11503   91
210.96292   -31.94944   14.42   7104    24
210.96417   -31.58639   16.10   15340   82
211.00417   -31.95750   16.10   12098   81
211.00958   -35.72361   12.61   10420   51
211.02708   -35.17083   16.94   21672   56
211.03375   -33.91278   16.56   4261    33
211.03542   -34.54833   16.59   4748    51
211.06125   -33.02556   14.80   10321   15
211.06958   -33.61333   14.79   11458   43
211.08208   -29.77528   16.40   21301   41
211.10750   -34.25306   15.58   4808    107
211.11583   -33.51722   15.70   4513    70
211.12125   -28.05222   12.66   6948    55
211.12667   -32.93750   15.87   11818   78
211.13583   -34.30472   14.80   15930   106
211.14292   -33.96083   14.01   3849    17
211.15583   -30.99000   15.77   4475    0
211.19333   -34.28306   15.87   3627    41
211.21333   -32.67583   16.60   6143    99
211.25875   -31.90472   16.50   27671   90
211.29125   -35.98083   14.00   19012   65
211.29750   -33.46111   15.75   4065    76
211.29792   -33.76000   13.21   4621    5
211.31958   -30.63750   16.40   6801    68
211.32583   -30.92667   15.35   7163    125
211.33000   -32.85139   15.12   10368   71
211.34375   -29.14111   15.20   5870    101
211.36417   -32.83083   14.90   10271   40
211.38125   -32.93472   13.31   11762   42
211.39250   -33.86778   15.30   4062    33
211.41333   -32.81056   16.26   10263   38
211.51333   -31.46306   15.70   15900   41
211.51917   -34.31028   14.76   4526    24
211.52750   -31.52611   16.20   7206    108
211.52750   -31.52611   16.20   7206    108
211.52750   -34.04139   16.74   3182    83
211.52917   -33.92333   14.06   4401    12
211.52917   -33.20417   15.30   4111    23
211.52917   -33.20417   15.30   4111    23
211.55167   -33.07417   14.60   11533   30
211.56917   -30.25694   14.87   7026    52
211.57417   -27.50333   16.20   6603    74
211.58208   -29.68861   16.50   21508   108
211.59875   -29.98028   15.20   6992    100
211.60500   -34.28722   12.75   4840    69
211.61083   -33.06944   16.29   11631   96
211.64042   -33.59139   16.75   15647   21
211.64125   -33.58722   15.85   15816   37
211.64125   -29.94444   16.20   6969    64
211.64583   -32.57722   15.10   10149   5
211.64792   -34.31167   12.94   4847    4
211.65792   -33.43417   16.38   3223    81
211.66542   -31.21389   16.00   4342    100
211.67917   -32.01583   16.05   17046   91
211.71333   -34.49194   14.90   4672    14
211.71583   -30.39611   16.30   17355   108
211.72542   -27.89278   16.47   3821    44
211.76125   -33.90194   14.44   4125    55
211.76250   -33.18806   14.84   11678   28
211.76833   -30.01722   13.33   2692    9
211.83375   -28.96972   15.50   6828    24
211.85000   -32.30972   12.95   22511   69
211.86750   -32.99972   15.60   11680   66
211.89500   -37.36167   13.07   10654   44
211.91833   -31.72694   15.28   17605   72
211.91917   -37.28583   14.08   11499   48
211.92625   -33.41500   16.95   16339   0
211.94625   -30.56500   15.90   9198    82
211.96083   -34.85750   13.65   10296   79
211.98042   -34.30278   15.73   4439    17
211.98375   -30.63611   15.57   6840    64
211.98583   -33.48194   14.96   11449   31
211.98667   -30.09889   15.82   9050    62
211.99625   -32.05139   13.54   4135    4
211.99750   -34.37083   13.78   4309    64
211.99917   -37.27917   13.77   11456   99
212.01292   -33.31500   12.72   4360    29
212.02667   -34.85083   16.68   9917    61
212.02833   -30.39833   15.30   7100    0
212.04250   -34.86722   14.93   10227   26
212.06958   -32.94361   15.10   3445    44
212.07417   -28.78806   16.50   10609   81
212.07542   -35.18472   15.66   11505   29
212.07625   -32.34472   15.70   16171   98
212.11500   -30.57500   16.20   15976   78
212.15083   -35.20333   16.30   10043   98
212.15458   -34.20417   13.80   10219   54
212.15958   -29.57194   14.86   4774    9
212.16625   -33.89472   16.18   20143   56
212.21042   -30.25861   15.00   7015    120
212.22042   -31.66722   16.10   14588   62
212.23333   -36.33250   15.56   11100   53
212.25542   -30.55889   14.40   7075    81
212.26292   -34.31611   13.55   11337   26
212.26417   -30.31056   16.40   6911    104
212.29583   -28.79972   16.10   7151    77
212.31750   -31.20361   15.81   4172    13
212.31833   -29.19528   14.92   6798    63
212.36292   -29.97972   15.00   6781    57
212.38042   -30.27611   15.92   2629    10
212.39000   -29.07444   15.20   8365    70
212.40833   -30.71861   15.70   7107    66
212.43500   -33.85722   0.00    20601   75
212.43875   -30.60222   13.16   6960    41
212.46167   -34.58306   16.30   4503    81
212.46417   -30.74472   16.00   6763    56
212.47333   -35.39111   13.45   11369   62
212.47792   -27.86083   16.70   11381   102
212.52708   -34.01083   14.98   30000   68
212.53667   -31.40861   15.84   25700   87
212.54792   -36.19139   13.84   13154   39
212.56375   -29.28222   16.60   11338   120
212.57667   -33.27028   13.05   16151   88
212.60833   -33.42472   16.60   11626   108
212.61125   -33.22694   16.30   3781    78
212.67542   -29.27028   16.60   6704    81
212.68250   -34.42167   16.70   11509   74
212.70083   -33.74639   14.59   30212   112
212.70292   -36.73639   13.73   18759   97
212.70458   -31.26472   16.00   16313   124
212.74375   -29.16861   16.40   11422   64
212.75292   -28.04722   16.60   22733   108
212.75792   -34.33556   14.33   22947   100
212.75833   -30.07722   16.70   18702   67
212.82375   -34.05583   13.77   11146   22
212.82417   -37.14889   14.50   7765    120
212.83292   -34.52278   16.60   4482    44
212.86125   -32.10139   14.26   18513   80
212.86125   -29.63583   15.90   11186   104
212.87750   -28.03972   0.00    22478   150
212.88917   -31.86861   16.40   11590   139
212.89250   -33.15528   12.19   16048   48
212.90042   -30.40194   15.34   6936    8
212.92625   -29.00028   16.00   7849    66
212.92708   -30.23250   15.10   8416    106
212.93250   -34.41889   16.20   11869   65
213.04250   -34.26917   0.00    4350    82
213.04250   -34.26611   15.00   4260    74
213.04750   -28.41111   16.60   7721    108
213.06333   -33.13444   15.90   13191   0
213.08708   -34.33944   15.50   11541   102
213.09292   -34.31750   15.80   11392   0
213.09958   -30.64417   12.59   2604    2
213.10208   -29.07750   15.80   8095    48
213.10750   -33.12361   15.80   16482   99
213.10792   -31.57972   14.84   8797    63
213.11625   -29.16722   16.20   16970   110
213.13583   -33.07306   12.07   15729   31
213.14458   -30.79139   16.30   11474   47
213.14750   -28.55444   16.70   6721    46
213.15208   -34.38000   16.50   10137   55
213.16208   -35.43056   13.88   11579   73
213.16458   -32.96306   0.00    15921   68
213.18083   -34.03194   16.30   16287   110
213.18542   -32.12306   14.65   9086    59
213.22458   -32.88417   15.75   15003   85
213.22708   -28.74389   15.80   7484    108
213.23375   -28.77417   14.68   7410    59
213.25167   -34.71361   15.11   37950   60
213.25375   -34.65250   14.11   11196   52
213.27708   -34.09667   15.70   11639   70
213.28625   -34.44778   16.60   24992   153
213.29250   -32.07722   12.82   4334    62
213.31083   -34.09944   14.60   11410   55
213.34708   -34.51306   14.01   11199   54
213.34917   -30.34694   16.50   11203   124
213.37208   -31.30944   16.60   11175   55
213.37583   -30.48667   14.70   8363    52
213.38000   -36.62861   15.43   30392   60
213.38208   -29.59917   13.63   2652    5
213.42708   -30.37194   15.40   16243   108
213.48125   -32.60944   15.82   11667   10
213.51875   -28.21222   15.54   8238    56
213.52292   -32.16833   15.65   27822   85
213.52875   -32.77833   0.00    11332   120
213.54958   -32.78333   15.90   11477   79
213.65417   -29.55750   14.67   6905    12
213.71000   -32.97056   15.62   14990   48
213.76292   -29.36028   15.01   7094    89
213.79667   -33.61250   15.03   11427   98
213.90958   -28.61556   15.12   6806    52
213.95292   -32.49556   13.10   3823    9
213.98167   -28.56250   13.39   16898   67
213.98958   -32.64306   0.00    16129   120
214.01375   -32.01639   15.90   5943    41
214.01458   -31.75278   15.00   4021    96
214.02417   -30.28056   14.37   2784    35
214.04250   -29.32250   16.10   6926    36
214.09667   -30.53111   15.63   16558   41
214.11250   -31.68500   15.00   2807    28
214.16083   -31.00250   14.86   28461   70
214.34500   -29.01417   16.67   7007    81
214.45375   -31.34917   14.55   2753    6
214.46458   -32.66472   14.55   31473   131
214.46750   -32.30417   14.94   2689    71
214.48333   -31.63028   16.72   11847   54
214.52667   -31.62250   14.27   45265   58
214.58958   -27.53722   15.90   7048    62
214.59417   -28.23694   15.50   7048    49
214.62250   -31.66250   16.00   19864   109
214.64750   -31.68361   14.76   15894   66
214.67958   -27.60972   15.70   6452    166
214.69250   -30.03694   16.30   17094   76
214.70458   -30.62472   15.43   6411    3
214.71625   -28.50972   15.90   17355   108
214.72708   -31.37444   16.30   2722    69
214.80750   -31.03111   14.34   20616   91
214.88500   -27.58556   0.00    6730    99
214.88583   -30.43139   16.40   16651   66
215.02375   -32.54556   0.00    19157   120
215.03167   -32.54917   16.20   7735    120
215.06000   -29.74750   14.03   3863    52
215.13917   -28.90806   14.90   7085    59
215.13917   -33.34611   15.50   7350    10
215.14250   -29.24222   12.43   1380    7
215.22417   -29.02194   16.14   7200    7
215.31625   -30.77056   16.19   31472   61
215.32125   -29.26333   14.63   1335    9
215.33375   -31.72778   14.16   38635   83
215.34292   -31.24139   15.53   3973    105
215.37250   -27.93389   16.63   2476    0
215.39542   -30.89750   15.09   31718   80
215.42083   -29.88806   15.30   16812   99
215.45500   -31.17944   16.20   19389   73
215.57000   -32.28167   16.11   11846   65
215.64875   -27.69028   16.70   3633    108
215.70833   -27.69889   0.00    7904    0
215.75000   -31.10028   0.00    19583   95
215.87500   -30.21361   15.50   17004   53
215.94833   -28.73861   15.27   10749   33
215.97917   -28.68806   13.53   4312    10
